Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200803","Water - Precipitation - rain","2008-03-15","2008-03-01","2008-03-31","","","","","","","","","62.4","12.6","11.68"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200804","Water - Precipitation - rain","2008-04-15","2008-04-01","2008-04-30","","-5.46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.13","0.24","International Atomic Energy Agency","160.6","9.8","10.55"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200805","Water - Precipitation - rain","2008-05-15","2008-05-01","2008-05-31","","-7.68","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-49.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.31","0.25","International Atomic Energy Agency","354.6","8","9.59"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200806","Water - Precipitation - rain","2008-06-15","2008-06-01","2008-06-30","","-5.54","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-35.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.44","0.38","International Atomic Energy Agency","169.2","7.2","9.11"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200807","Water - Precipitation - rain","2008-07-15","2008-07-01","2008-07-31","","-7.46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.76","0.34","International Atomic Energy Agency","268.4","7.3","8.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200808","Water - Precipitation - rain","2008-08-15","2008-08-01","2008-08-31","","-7.25","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-48.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.41","0.42","International Atomic Energy Agency","233.2","6.7","8.77"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200809","Water - Precipitation - rain","2008-09-15","2008-09-01","2008-09-30","","-6.01","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-45.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.53","0.24","International Atomic Energy Agency","42.9","7.7","8.62"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200810","Water - Precipitation - rain","2008-10-15","2008-10-01","2008-10-31","","-2.52","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-21.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.66","0.26","International Atomic Energy Agency","59.4","9.7","9.95"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200811","Water - Precipitation - rain","2008-11-15","2008-11-01","2008-11-30","","-4.28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-29.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.95","0.36","International Atomic Energy Agency","119.8","12.3","11.16"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200812","Water - Precipitation - rain","2008-12-15","2008-12-01","2008-12-31","","-4.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.04","0.37","International Atomic Energy Agency","29.8","15.2","12.5"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200901","Water - Precipitation - rain","2009-01-15","2009-01-01","2009-01-31","","6.68","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","20.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.29","0.21","International Atomic Energy Agency","31.6","14.7","11.94"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200902","Water - Precipitation - rain","2009-02-15","2009-02-01","2009-02-28","","-5.03","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.07","0.2","International Atomic Energy Agency","115.6","14.1","12.82"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200903","Water - Precipitation - rain","2009-03-15","2009-03-01","2009-03-31","","-1.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-7.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.58","0.21","International Atomic Energy Agency","66.6","12.6","12.41"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200904","Water - Precipitation - rain","2009-04-15","2009-04-01","2009-04-30","","-3.08","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-17.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.57","0.2","International Atomic Energy Agency","141","11.6","12.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200905","Water - Precipitation - rain","2009-05-15","2009-05-01","2009-05-31","","-6.77","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-43.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.03","0.22","International Atomic Energy Agency","215.8","7.8","10.09"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200906","Water - Precipitation - rain","2009-06-15","2009-06-01","2009-06-30","","-11.46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-79.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.44","0.2","International Atomic Energy Agency","187.6","6.7","9.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200907","Water - Precipitation - rain","2009-07-15","2009-07-01","2009-07-31","","-7.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-47.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.7","0.26","International Atomic Energy Agency","82.6","5.4","8.02"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200908","Water - Precipitation - rain","2009-08-15","2009-08-01","2009-08-31","","-7.31","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-50.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.35","0.26","International Atomic Energy Agency","263","8.2","9.94"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200909","Water - Precipitation - rain","2009-09-15","2009-09-01","2009-09-30","","-7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-49.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.93","0.25","International Atomic Energy Agency","70.8","6.8","8.54"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200910","Water - Precipitation - rain","2009-10-15","2009-10-01","2009-10-31","","-6.89","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-45.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.72","0.27","International Atomic Energy Agency","137.1","8.6","9.32"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200911","Water - Precipitation - rain","2009-11-15","2009-11-01","2009-11-30","","-5.77","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-41.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.88","0.25","International Atomic Energy Agency","162.6","9.4","9.75"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200912","Water - Precipitation - rain","2009-12-15","2009-12-01","2009-12-31","","-5.27","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.41","0.22","International Atomic Energy Agency","118.6","12.1","11.21"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201001","Water - Precipitation - rain","2010-01-15","2010-01-01","2010-01-31","sample likely subject to evaporation; composition reported: 18O: -3.20, 2H: -31.8","","","","","2.19","0.24","International Atomic Energy Agency","94.4","14","12.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201002","Water - Precipitation - rain","2010-02-15","2010-02-01","2010-02-28","sample likely subject to evaporation; composition reported: 18O: -5.44, 2H: -47.3","","","","","3.21","0.22","International Atomic Energy Agency","76.2","12.6","12.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201003","Water - Precipitation - rain","2010-03-15","2010-03-01","2010-03-31","sample likely subject to evaporation; composition reported: 18O: -3.93, 2H: -31.7","","","","","2.3","0.2","International Atomic Energy Agency","114.8","13.1","13.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201004","Water - Precipitation - rain","2010-04-15","2010-04-01","2010-04-30","","-2.95","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-23.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.05","0.24","International Atomic Energy Agency","67.8","9.7","11"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201005","Water - Precipitation - rain","2010-05-15","2010-05-01","2010-05-31","","-4.58","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-33.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.16","0.23","International Atomic Energy Agency","111.6","7.2","9.3"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201006","Water - Precipitation - rain","2010-06-15","2010-06-01","2010-06-30","","-5.76","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.93","0.22","International Atomic Energy Agency","197.4","8","9.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201007","Water - Precipitation - rain","2010-07-15","2010-07-01","2010-07-31","","-9.57","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-69","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.51","0.23","International Atomic Energy Agency","123","5.5","8.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201008","Water - Precipitation - rain","2010-08-15","2010-08-01","2010-08-31","","-7.42","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-57.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","3.31","0.21","International Atomic Energy Agency","156","5.9","8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201009","Water - Precipitation - rain","2010-09-15","2010-09-01","2010-09-30","","-4.87","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.45","0.19","International Atomic Energy Agency","84.8","7.6","9.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201010","Water - Precipitation - rain","2010-10-15","2010-10-01","2010-10-31","","-4.86","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-35.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.07","0.16","International Atomic Energy Agency","94","9.4","10"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201011","Water - Precipitation - rain","2010-11-15","2010-11-01","2010-11-30","sample likely subject to evaporation; composition reported: 18O: -4.92, 2H: -45.9","","","","","2.42","0.21","International Atomic Energy Agency","94.6","10.8","10.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201012","Water - Precipitation - rain","2010-12-15","2010-12-01","2010-12-31","sample likely subject to evaporation; composition reported: 18O: -1.62, 2H: -18.8","","","","","1.62","0.19","International Atomic Energy Agency","78.6","12.4","11.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201101","Water - Precipitation - rain","2011-01-15","2011-01-01","2011-01-31","","-3.33","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-22.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","115.6","14.2","13.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201102","Water - Precipitation - rain","2011-02-15","2011-02-01","2011-02-28","sample likely subject to evaporation; composition reported: 18O: +2.56, 2H: +2.5","","","","","","","","38","14","13.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201103","Water - Precipitation - rain","2011-03-15","2011-03-01","2011-03-31","","-4.87","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-26.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","190.8","11.7","12"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201104","Water - Precipitation - rain","2011-04-15","2011-04-01","2011-04-30","","-5.61","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-31.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","122","9.8","11.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201105","Water - Precipitation - rain","2011-05-15","2011-05-01","2011-05-31","","-6.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","136.2","8","10.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201106","Water - Precipitation - rain","2011-06-15","2011-06-01","2011-06-30","","-6.98","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-43.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","188","6.3","8.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201107","Water - Precipitation - rain","2011-07-15","2011-07-01","2011-07-31","","-7.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","264.4","5.9","8.3"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201108","Water - Precipitation - rain","2011-08-15","2011-08-01","2011-08-31","","-4.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-33.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","200.8","6","8.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201109","Water - Precipitation - rain","2011-09-15","2011-09-01","2011-09-30","","-6.23","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","173","8","9.5"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201110","Water - Precipitation - rain","2011-10-15","2011-10-01","2011-10-31","sample likely subject to evaporation; composition reported: 18O: -0.61, 2H: -8.4","","","","","","","","61.6","9","9.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201111","Water - Precipitation - rain","2011-11-15","2011-11-01","2011-11-30","sample likely subject to evaporation; composition reported: 18O: +0.49, 2H: -1.8","","","","","","","","136.7","12.2","11.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201112","Water - Precipitation - rain","2011-12-15","2011-12-01","2011-12-31","sample likely subject to evaporation; composition reported: 18O: +7.57, 2H: +30.8","","","","","","","","33.5","14","13"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201201","Water - Precipitation - rain","2012-01-15","2012-01-01","2012-01-31","","-5.17","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","70.2","15.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201202","Water - Precipitation - rain","2012-02-15","2012-02-01","2012-02-29","results suggest to be evaporated. Values reported: d18O: -4.21; d2H: -34.6; d-excess: -0.92","","","","","","","","146.8","13.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201203","Water - Precipitation - rain","2012-03-15","2012-03-01","2012-03-31","results suggest to be evaporated. Values reported: d18O: 2.81; d2H: 9.1; d-excess: -13.38","","","","","","","","36.4","12.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201204","Water - Precipitation - rain","2012-04-15","2012-04-01","2012-04-30","","-0.71","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-0.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","87.2","9.4",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201205","Water - Precipitation - rain","2012-05-15","2012-05-01","2012-05-31","","-6.32","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","226.4","8.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201206","Water - Precipitation - rain","2012-06-15","2012-06-01","2012-06-30","","-7.05","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","243","5.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201207","Water - Precipitation - rain","2012-07-15","2012-07-01","2012-07-31","","-5.46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","166.8","4.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201208","Water - Precipitation - rain","2012-08-15","2012-08-01","2012-08-31","results suggest to be evaporated. Values reported: d18O: -5.27; d2H: -38.4; d-excess: 3.76","","","","","","","","162.4","6.8",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201209","Water - Precipitation - rain","2012-09-15","2012-09-01","2012-09-30","results suggest to be evaporated. Values reported: d18O: -2.38; d2H: -20.5; d-excess: -1.46","","","","","","","","83.4","8.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201210","Water - Precipitation - rain","2012-10-15","2012-10-01","2012-10-31","results suggest to be evaporated. Values reported: d18O: 2.5; d2H: 8.8; d-excess: -11.2","","","","","","","","50.9","9.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201211","Water - Precipitation - rain","2012-11-15","2012-11-01","2012-11-30","results suggest to be evaporated. Values reported: d18O: -1.44; d2H: -10.1; d-excess: 1.42","","","","","","","","26.6","11.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201212","Water - Precipitation - rain","2012-12-15","2012-12-01","2012-12-31","results suggest to be evaporated. Values reported: d18O: -3.82; d2H: -28.3; d-excess: 2.26","","","","","","","","226.6","12.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201301","Water - Precipitation - rain","2013-01-15","2013-01-01","2013-01-31","","-4.27","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-31.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","37.8","15.9",""
