Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197705","Water - Precipitation - rain","1977-05-15","1977-05-01","1977-05-31","","-5.91","Quaternary Dating Research Unit, CSIR","","","6.1","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","182","5.1","7.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197706","Water - Precipitation - rain","1977-06-15","1977-06-01","1977-06-30","","-7.63","Quaternary Dating Research Unit, CSIR","","","7.5","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","194","3.8","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197707","Water - Precipitation - rain","1977-07-15","1977-07-01","1977-07-31","","-5.57","Quaternary Dating Research Unit, CSIR","","","5.7","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","208","4.5","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197708","Water - Precipitation - rain","1977-08-15","1977-08-01","1977-08-31","","-7.17","Quaternary Dating Research Unit, CSIR","","","7.9","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","126","3.3","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197709","Water - Precipitation - rain","1977-09-15","1977-09-01","1977-09-30","","-5.67","Quaternary Dating Research Unit, CSIR","","","","","","218","4.1","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197710","Water - Precipitation - rain","1977-10-15","1977-10-01","1977-10-31","","-6.39","Quaternary Dating Research Unit, CSIR","","","9.7","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","238","4.2","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197711","Water - Precipitation - rain","1977-11-15","1977-11-01","1977-11-30","","-6.29","Quaternary Dating Research Unit, CSIR","","","7.7","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","195","5.6","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197712","Water - Precipitation - rain","1977-12-15","1977-12-01","1977-12-31","","-4.88","Quaternary Dating Research Unit, CSIR","","","8.3","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","293","6.7","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197801","Water - Precipitation - rain","1978-01-15","1978-01-01","1978-01-31","","-4.12","Quaternary Dating Research Unit, CSIR","","","6.1","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","220","7.3","10.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197802","Water - Precipitation - rain","1978-02-15","1978-02-01","1978-02-28","","-4.06","Quaternary Dating Research Unit, CSIR","","","5.4","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","120","7.1","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197803","Water - Precipitation - rain","1978-03-15","1978-03-01","1978-03-31","","-4.18","Quaternary Dating Research Unit, CSIR","","","4.8","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","200","7.5","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197804","Water - Precipitation - rain","1978-04-15","1978-04-01","1978-04-30","","-3.89","Quaternary Dating Research Unit, CSIR","","","8.9","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","193","6.6","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197805","Water - Precipitation - rain","1978-05-15","1978-05-01","1978-05-31","","-6.22","Quaternary Dating Research Unit, CSIR","","","5.7","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","168","4.6","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197806","Water - Precipitation - rain","1978-06-15","1978-06-01","1978-06-30","","-5.9","Quaternary Dating Research Unit, CSIR","","","6.6","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","221","3.6","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197807","Water - Precipitation - rain","1978-07-15","1978-07-01","1978-07-31","","-5.02","Quaternary Dating Research Unit, CSIR","","","5.8","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","165","3.7","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197808","Water - Precipitation - rain","1978-08-15","1978-08-01","1978-08-31","","-5.74","Quaternary Dating Research Unit, CSIR","","","6.8","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","166","3.2","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197809","Water - Precipitation - rain","1978-09-15","1978-09-01","1978-09-30","","-6.76","Quaternary Dating Research Unit, CSIR","","","8","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","187","4","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197810","Water - Precipitation - rain","1978-10-15","1978-10-01","1978-10-31","","-7.54","Quaternary Dating Research Unit, CSIR","","","4.2","2.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","131","4.2","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197811","Water - Precipitation - rain","1978-11-15","1978-11-01","1978-11-30","","","","","","5.5","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","187","5","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197812","Water - Precipitation - rain","1978-12-15","1978-12-01","1978-12-31","","","","","","5.2","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","198","6.7","8.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197901","Water - Precipitation - rain","1979-01-15","1979-01-01","1979-01-31","","-3.52","Quaternary Dating Research Unit, CSIR","","","5","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","90","7.4","8.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197902","Water - Precipitation - rain","1979-02-15","1979-02-01","1979-02-28","","-4.33","Quaternary Dating Research Unit, CSIR","","","5.1","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","201","7.9","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197903","Water - Precipitation - rain","1979-03-15","1979-03-01","1979-03-31","","-4.39","Quaternary Dating Research Unit, CSIR","","","4.2","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","143","8.1","9.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197904","Water - Precipitation - rain","1979-04-15","1979-04-01","1979-04-30","","-5.65","Quaternary Dating Research Unit, CSIR","","","8.4","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","227","6.1","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197905","Water - Precipitation - rain","1979-05-15","1979-05-01","1979-05-31","","-2.34","Quaternary Dating Research Unit, CSIR","","","4.3","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","183","6","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197906","Water - Precipitation - rain","1979-06-15","1979-06-01","1979-06-30","","-6.51","Quaternary Dating Research Unit, CSIR","","","1.8","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","182","5","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197907","Water - Precipitation - rain","1979-07-15","1979-07-01","1979-07-31","","-5.06","Quaternary Dating Research Unit, CSIR","","","7.5","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","149","5.1","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197908","Water - Precipitation - rain","1979-08-15","1979-08-01","1979-08-31","","-5.39","Quaternary Dating Research Unit, CSIR","","","8.5","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","134","3.1","7.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197909","Water - Precipitation - rain","1979-09-15","1979-09-01","1979-09-30","","-8.32","Quaternary Dating Research Unit, CSIR","","","9.7","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","207","3.1","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197910","Water - Precipitation - rain","1979-10-15","1979-10-01","1979-10-31","","-6.55","Quaternary Dating Research Unit, CSIR","","","7.5","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","169","3.5","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197911","Water - Precipitation - rain","1979-11-15","1979-11-01","1979-11-30","","-4.52","Quaternary Dating Research Unit, CSIR","","","7.2","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","209","5.5","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197912","Water - Precipitation - rain","1979-12-15","1979-12-01","1979-12-31","","-8.2","Quaternary Dating Research Unit, CSIR","","","6.8","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","196","5.7","7.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198001","Water - Precipitation - rain","1980-01-15","1980-01-01","1980-01-31","","-13.64","Quaternary Dating Research Unit, CSIR","","","8.5","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","194","7.4","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198002","Water - Precipitation - rain","1980-02-15","1980-02-01","1980-02-29","","-3.66","Quaternary Dating Research Unit, CSIR","","","5.5","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","152","7.7","9.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198003","Water - Precipitation - rain","1980-03-15","1980-03-01","1980-03-31","","-3.27","Quaternary Dating Research Unit, CSIR","","","5.6","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","163","7.6","9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198004","Water - Precipitation - rain","1980-04-15","1980-04-01","1980-04-30","","-5.04","Quaternary Dating Research Unit, CSIR","","","4","0.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","185","6.8","8.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198005","Water - Precipitation - rain","1980-05-15","1980-05-01","1980-05-31","","-4.29","Quaternary Dating Research Unit, CSIR","","","5.4","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","261","6.4","11.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","198006","Water - Precipitation - rain","1980-06-15","1980-06-01","1980-06-30","","-4.65","Quaternary Dating Research Unit, CSIR","","","9.7","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","159","4.9","7.5"
